,Text,User
1795,"Civitas, Alvarium, Identitaires,etc: : 
En  un temps où des bandes ethniques et/ou gauchistes se livrent systématiquement à la violence, à l’incendie, au pillage,à l’agression :
le gouvernement choisit de dissoudre, pour délit d’opinion, des organisations parfaitement pacifiques.",Bruno Gollnisch
42511,"Le GE d’avril du @Cercle_Aristote est disponible !!! @PhilippeMurer @idrissaberkane @f_philippot 

https://t.co/MbAiCsd1oj",PierreYves Rougeyron
26147,"Qui peut prétendre que grâce à l’Union européenne, notre prospérité s’est améliorée ?

Qui peut prétendre qu’il serait juste de faire payer aux plus pauvres ce qu’ils appellent la ""transition écologique"" ? https://t.co/tzo60nVpfo",Marine Le Pen
24712,"Grégoire a changé de prénom à cause des  discriminations : « Je suis né en France. J’aime le chouchen. Je passe  mes vacances en Bretagne. »
https://t.co/IPoj2IGdB7

Apolline de Malherbe découvre que si elle s'était appelée Inaya Awad, sa carrière aurait pu être différente...",Le Média en 4-4-2
12792,"""Cela peut paraître comme étant un paradoxe, mais le chemin vers la paix passe par plus d’armes à l’Ukraine"" - Secrétaire général de l'OTAN, Jens Stoltenberg.

1984 dans le texte, ""La guerre c'est la paix"".
Mais le hic c'est qu'il n'y a pas plus d'armes et surtout de combattants. https://t.co/EXTLZs8lHX",Georges Kuzmanovic 🇨🇵
9596,"Quinze fidèles ont été tués le 25 février dans le nord du pays, où une grande instabilité règne depuis plusieurs années.
https://t.co/WtBKrT3iCV",Famille Chrétienne
38811,"🔴[RÉSEAUX SOCIAUX] - Infos exclusives, reportages, articles du Club VA ... ⤵️ 

🔔 Suivez Valeurs actuelles sur #Instagram, #Twitter, #Facebook, #Telegram, #Linkedin et rejoignez-nous dès maintenant sur #Threads

📲 https://t.co/n50TWr2yHd",Valeurs actuelles ن
1198,"Bec’Oz, n° 45 du 8 mai 2024 - "" André Bercoff : un  plein de bons sens a... https://t.co/U0bTBbreiz via @YouTube",André Bercoff
30169,Ils n’ont trouvé que cette pauvre femme ?,Paul-Marie Coûteaux
11210,"Suisse : Découverte de deux chèvres éventrées. 2 demandeurs d'asile arrêtés
 https://t.co/T9qPWSs1ZD https://t.co/k980jXEBBP",Fdesouche.com est une revue de presse
2845,"🚨Salon d’été du Cercle Aristote🚨

Venez rencontrer les auteurs du #CercleAristote le dimanche 16 juin, de 10h à 17h, pour un grand moment convivial !

Possibilité de se restaurer sur place, espace adapté pour les familles, etc…

Venez nombreux ! 😁 https://t.co/NJEA3xPn16",Cercle Aristote
6825,"🎙️Pour lutter efficacement contre le terrorisme islamiste, les Macronistes devront aller plus loin que déposer des amendements symboliques en commission !

Qu’attendent-ils pour faire voter la loi proposée par @MLP_officiel visant à éradiquer ce fléau ?

👉🏻https://t.co/42S1mTCeQk https://t.co/16vcIaAreN",Edwige Diaz Ⓜ️
39928,"Y a-t-il des marges de manœuvre significatives pour baisser le prix du gaz ? - Par Philippe Charlez
#Gaz
Le gouvernement a profité de la baisse des prix de gros pour doubler sans vergogne et sans publicité la TICGN...
https://t.co/7SW234YCzx",Boulevard Voltaire
27891,"Bonne nouvelle pour tous les amoureux de la mode : les tee-shirts chinois : Justice pour Adama vendus par la marque Clan Traoré sont à -90% ! 3,9€ au lieu de 39,90€ ! Laurent, preneur ?",Martial Bild
43337,"""M. Bompard, vous êtes une arnaque sociale""
Bardella, très incisif ce soir.",Daniel Conversano
23796,Européennes : Emmanuel Macron peut-il ne rien changer ? https://t.co/2p0nar8e3j,Le JDD
41063,Paris entre en Sécession d'avec le reste de l'hexagone ? https://t.co/Hz0r8H92L8,Breizh-Info
4674,"Voici les groupes sanguins les plus répandus dans le monde, selon une étude https://t.co/vmD9eybwfd",CNEWS
32859,"🎙️🔴 À 10h, en direct, écoutez les ""Mardis de la mémoire"" d'@annecollin_RC 
🗣️ "" Les mémoires de Crista Schroeder, principale secrétaire d'Hitler "" 
👉 À écouter sur https://t.co/KxxVtCjoaX… ou sur 📡FM 95.6 (paris)",Radio Courtoisie
17504,"Tartuffe ou l’imposteur : ce qui fut comédie est devenue tragédie.
Dehors !
#VivementLe9Juin #Vivement2027",Jean-Lin Lacapelle
39380,L'enfer.,Vincent Lapierre
23067,"#Transmania encore mieux caché que Xavier Dupont de Ligonnès... Fameux symbole.
Exister en librairie est un combat de tous les instants, et les lecteurs doivent jouer leur rôle. Demander les livres, en parler, les replacer, etc.",Laurent Obertone
36508,"SMIC à 1600 euros : ""25% des salariés seront brutalement payés au SMIC. Il y aura une smicardisation totale du salariat. Des destructions d'emplois seront massives, avec moins d'embauches aussi, notamment chez les jeunes"" explique @BMartinot (économiste)

https://t.co/Bu9wAwoBTp https://t.co/SMJjqG5d6x",Sud Radio
15757,"☑️ La cinquième session du cycle général de la formation de l'Institut Iliade en Bretagne a été l'occasion de présenter « Ar Seiz Breur », un mouvement artistique singulier en Europe, conciliant l’innovation et l’enracinement, l’héritage culturel et la modernité.

🔴 Les… https://t.co/hni8ZQtqUI",Institut ILIADE
25142,"⚠ L'exemple du Royaume-Uni, pays pionnier pour le changement de sexe des enfants, nous invite à une grande vigilance.

Car la transition d'un enfant n'a rien de neutre : elle influence son devenir, et l'amène ensuite vers la transition chimique.
https://t.co/yhD7WdIisf",Le Syndicat de la Famille
33228,"Ecoutez gratuitement et partagez Les mardis de la mémoire du 2 avril 2024 : ""Les cinquante ans de la mort de Georges Pompidou""

https://t.co/4nlu9EYGQb https://t.co/HJuNmkJmcw",Radio Courtoisie
24292,"« Des manifestations à Gaza contre la Hamas, il n’y en a pas ! »
Alain Marschall sur BFM :
https://t.co/3BtfCsfmvW

Vous en rêviez, BFMTV l'a fait ! La chaîne d'info nous a  offert un nouveau moment de télévision mémorable, avec une affirmation digne des plus grands comiques dans",Le Média en 4-4-2
39122,"🍷 Vin : Gaëtan Lacoste, sommelier brillant 

⚡ Gaëtan Lacoste est brillant. Il dégote des canons de grands vignerons comme des pépites éclectiques venues des constellations de la biodynamique ou de la planète nature.

https://t.co/uUp7e5UFxm",Valeurs actuelles ن
15257,"🚧 À la suite d’un glissement de terrain qui a entraîné le mur d’enceinte et certaines tombes du cimetière municipal de #SaintLéon, des travaux de rénovation doivent être réalisés en urgence. Je suis heureuse d’avoir aidé la municipalité dans l’obtention de subventions pour ces… https://t.co/IZo4VKKB7u",Hélène Laporte
4789,"Le docteur Denis Labayle, président d’honneur de l’association Le Choix, sur les soins palliatifs : «Il y a des souffrances intolérables et il faut les entendre», dans #SoirInfoWE https://t.co/PzJx9vG2sD",CNEWS
25909,"Nous souhaitons sortir de la tarification imposée par le marché européen de l'électricité pour baisser les factures des Français.

Contester le fonctionnement de l'Union européenne, et vouloir changer les règles, ce n'est pas vouloir en sortir, c'est la démocratie ! https://t.co/g2PVNPMy11",Marine Le Pen
28574,"La redif de ce direct d'anthologie avec 2 débats consécutifs (et notamment un 2e débat totalement décalé) est dispo pour la communauté Sunrise !

https://t.co/B7pLiHKYwa

Vraiment, c'était du grand n'importe quoi après le 1er débat mais je me suis bien amusé !",Nicolas Faure – Sunrise 🌅🌿
12249,Rendez-vous tout de suite sur @CNEWS dans l’Heure des Pros we chez @GauthierBret,Gabrielle Cluzel
37719,"🎥 Le film “Une vérité qui dérange” d'Al Gore ou le catastrophisme climatique porté au grand public, par Jacques-Marie Moranne

Pol&amp;Eco à retrouver sur TVL 🔻
https://t.co/66MKyz8rny https://t.co/oRVS5QpEsZ",TVL
10990,Isère : La candidate LR-RN Hanane Mansouri victime d'une vague de haine raciale https://t.co/wc2kcX0YYD,Fdesouche.com est une revue de presse
12835,"💥Colossale escroquerie !
Pour Macron, l'élection européenne est une Berezina.

Il dissout.
Mais c'est un nouveau déni de démocratie : le destin du pays devra se décider en moins de 3 semaines - c'est impossible, ce sera un chaos démocratique EN PLEIN ÉTÉ. https://t.co/Rh1bvL6b0B",Georges Kuzmanovic 🇨🇵
15056,"🟢 Partout en France, les agriculteurs manifestent pour leur survie : ils souhaitent simplement vivre de leur travail. Écoutez cette détermination et imaginez leur désespoir… ⤵️  
  https://t.co/3BV3EdGDVW",Hélène Laporte
12918,"Quand on est démocrate, on va voter, quand on est fasciste, on prend la rue ! #nouveaufrontpopulaire https://t.co/vZfDsIZ90I",Gilbert Collard
18407,"Plutôt que de céder aux lobbies de l’éolien ou de punir sans cesse les citoyens européens je me félicite de ces mesures écologiques qui feront beaucoup de bien à la santé publique. #UE 

https://t.co/B6kAqLcbfw",Jerome Riviere 🇫🇷
37600,"Alors que le nouveau directeur de l'ARCOM doit prendre ses fonctions début juillet, des liens familiaux avec une association pro-migrants suscite des interrogations sur les potentielles décisions de l'autorité de régulation audiovisuelle
https://t.co/yrpb4McmwB",TVL
38860,"🔴 « Arrêter de faire chier les Français, ça serait bien » : Michel Sardou réagit à l’actualité politique (vidéo) ⤵️ 
https://t.co/SFCrGk3EZv",Valeurs actuelles ن
31082,"La Fontaine était à la soirée somptueuse organisée par Fouquet, le 17 août 1661. Louis XIV ne le lui a jamais pardonné mais cela ne l’a pas empêché d’écrire une fable : ""Le Renard et les Poulets d'Inde"".
Le renard tourne autour d’un chêne où sont perchés des poulets d’Inde... https://t.co/tULYF2Cg6e",Philippe de Villiers
40265,"[L’INVITÉ] « Sans paysans, la campagne française ne sera plus la même » - Par @gabriellecluzel
#FrançoisGuillaume
François Guillaume a été ministre de l’Agriculture dans le gouvernement de Jacques Chirac (1986-1988).
https://t.co/CsqOYNY0FC",Boulevard Voltaire
6539,"🎖️ C’est avec une grande émotion que j’ai remis la médaille de l’Assemblée Nationale au club sportif de Twirling Sainte-Eulalie/Cézac, présidé par la très dynamique Sophie Charbonnet, pour leur excellent palmarès qui contribue au rayonnement de notre territoire. https://t.co/2nAJmjhZpL",Edwige Diaz Ⓜ️
12243,Rendez-vous sur @CNEWS à 9h dans Heure des Pros WE chez @GauthierBret,Gabrielle Cluzel
40452,"Football : la ""lutte contre l'homophobie"" se complique ! - Par Sarah-Louise Guille
#Football #Homophobie
Contrairement à la lutte contre le racisme, celle contre l’homophobie ne fait pas consensus dans le football...
https://t.co/2fx10uTTgV",Boulevard Voltaire
22834,C’est systémique,Laurent Obertone
17266,"#Charia | #islamiste | #DisneylandParis | #Geox

« En filmant le gérant du #GeoxStrasbourg et en le jetant en pâture sur les réseaux sociaux, elle l’a transformé en Samuel Paty potentiel.

Elle a agi en arbitre des élégances islamiques, un peu comme l’ordure islamique de… https://t.co/saR5wQcDaa",Jean MESSIHA
37904,"🎥 Philippe Béchade : « McCain va moderniser ses chaînes de production, cela va nettement augmenter sa productivité et créer quand même la bagatelle de... 5 emplois. »

Les Affranchis à retrouver sur TVL 🔻
https://t.co/BdhDRObF1z https://t.co/icx8jUArTm",TVL
25855,"Oui ! Et c’est d’ailleurs le sens de la proposition de loi déposée par notre collègue @Parmentier_RN il y a deux mois ⤵️

https://t.co/EwZ7eA3mcg",Marine Le Pen
30933,"Emmanuel #Macron, Président matamore désavoué par le monde entier, a montré sa grande faiblesse vis-à-vis de la #Russie. 
Mais on peut sortir de cette phase compliquée, il peut y avoir une logique de désescalade. 
Je vous explique pourquoi.

🔴Voir l'émission complète : https://t.co/MD7iEff1YT",Philippe de Villiers
30887,"#CeJourLà / Il y a 5 ans, notre Notre-Dame de Paris brûlait.
Je vous raconte cette nuit tragique.

🔴Voir l'émission complète : https://t.co/jtj6QET6OF

🤳Rejoignez-moi sur les différents réseaux sociaux : https://t.co/5IjX8zVvEm

#FaceAPhilippeDeVilliers #FADV #CNews https://t.co/TmIJedjqM6",Philippe de Villiers
25125,"Un jour, @EmmanuelMacron parle ""réarmement démographique"", le lendemain il constitutionnalise l'IVG. 

Un jour, il parle prévention du suicide, le lendemain il veut l'euthanasie.

Ce Président n'a aucune conviction, aucun cap. Nous ne sommes pas gouvernés.",Le Syndicat de la Famille
41022,"Italie. Des croquis de Gladiateurs réalisés par des enfants découverts à Pompéi
https://t.co/4aFgbmwDDQ",Breizh-Info
24076,Geoffroy Lejeune : les dessous de l'affaire Gérard Depardieu https://t.co/69FGUBRAWc,Le JDD
4855,"Yaël Braun-Pivet : «J’appartiens à un camp qui prône le sérieux», dans #LeGrandRDV https://t.co/XbaXXj0VI3",CNEWS
19764,"Avant de retrouver @J_Bardella et @MLP_officiel pour le dernier grand meeting de la campagne des #Europeennes2024 à #Paris, je suis à Villethierry auprès des membres de l’amicale des sapeurs-pompiers qui organisent leur traditionnel vide-grenier. 

#VivementLe9Juin https://t.co/CVugWiBEMb",Julien ODOUL
19430,"Comme beaucoup de Français qui ont honoré la démarche d'assimilation, je suis venu d'ailleurs mais je suis devenu d'ici. J'ai épousé l'histoire de France. 

Aujourd'hui, l'immigration en France c'est ""venez comme vous êtes"" et ""faites de la place que je m'y mette"" ! @franceinfo https://t.co/Paynrr7c1K",Jordan Bardella
14203,"C’est faux @JulienDive et vous le savez : l’aménagement des peines, sans ce stage honteux, était l’objet de l’article que nous aurions voté.

Dommage qu’il n’y ait qu’@AnneLaureBlin à l’avoir compris dans votre groupe.",Grégoire de Fournas
26758,"La menace existentielle pour l’Europe, c’est l’immigration de remplacement et l’islamisation.

#BonjourChezVous https://t.co/LLbCFfQFqx",Marion Maréchal
25047,"Au sujet des intervenants, Ludovine de La Rochère interpelle sur @leplanning, partenaire de l'Education nationale, qui fait la promotion de l'idéologie du genre, comme en témoignait sa campagne ""les hommes peuvent être enceints"" (sic).
https://t.co/I1WgYTaNdg",Le Syndicat de la Famille
24637,"La macroniste Valérie Hayer se ridiculise durant son débat face à Jordan Bardella :
https://t.co/fHQCeACEsW

L’utilisation répétée par Valérie Hayer du ""joker féministe"" et ses bafouillages ont suscité critiques et moqueries. 

Courage @ValerieHayer, c'est bientôt la fin ! https://t.co/zfKxeETBIo",Le Média en 4-4-2
