Text,User
"c’est ce que je disais dans ma vidéo sur le rap, ils font tout pour incarner littéralement le crime et la dangerosité puis s’étonnent d’être contrôlés. ils se couvrent de signes qui hurlent « délit », faut être plus malin au bout d’un moment",La Cartouche
"un tour de vis pénal est nécessaire pour mettre fin à l’ensauvagement : il faut supprimer les remises automatiques de peines, établir des peines minimales et rétablir les peines planchers, mettre fin à l’excuse de minorité et abaisser la majorité pénale à 16 ans. incarville",Jordan Bardella
"bravo à frédéric baldan pour cette action, à relayer ! :right_arrow_curving_down: cette invisibilisation en france par les médias (afp et médias) des plaintes pénales contre ursula von der leyen de frédéric baldan, de notre mouvement les patriotes, d’un parti belge, de 2 états hongrie et pologne est…",Florian Philippot
"la seule chance de la gauche pour survivre? un cartel électoral lfi, pc, ps, écolos. la meilleure chance pour le rn d'obtenir la majorité relative ou absolue ? faire face à la gauche dans le maximum de circonscriptions. le piège se referme sur la macronie",Jean-Yves Le Gallou
"regardez-les. le pays, la diversité, gaza, ils s'en foutent. ils vivent comme des rois en promettant aux uns l'argent des autres. de gros parasites qui excitent les petits. la ""justice sociale"" ça leur fait 10k mensuels, la grande vie, le melon et la notoriété. et vive la misère.",Laurent Obertone
":red_circle: marseille : le sénateur stéphane ravier relaxé en appel lors de son procès pour ""diffamation à caractère racial"":right_arrow_curving_down:",Valeurs actuelles ن
". (rn) : ""cette alliance du frontpopulaire fait peur. s'ils gagnent, comment vont-ils gouverner ? avec obono, qui pense que le hamas est un groupe de résistance, aux affaires étrangères ? on mettra quatennens à la condition féminine ?""",Sud Radio
"je serai demain sur bfmtv à 8h30, pour la matinale d’apolline de malherbe et je réagirai à la tuerie à incarville.",Eric Zemmour
la véritable histoire de d’artagnan,Breizh-Info
formidable interview de robert kennedy jr chez : il balance du très lourd ! :right_arrow_curving_down: - les documents mis en ligne ont montré que victoria nuland composait le gouvernement ukrainien 1 mois avant « euromaïdan » c’est à dire le coup d’etat de 2014 en ukraine ! - en 50…,Florian Philippot
":red_circle: manifestations : des syndicats vent-debout contre le rn :speaking_head: ""avec la reforme de l'assurance chômage et celle des retraites, ce sont des centaines de milliers de personnes qui vont se retrouver sans rien d'ici 2027"" -",Sud Radio
incroyable ! la commission européenne vient de pondre un communiqué complètement délirant qui annonce « l’union européenne de la santé » ! (cf : on y trouve : :right_arrow: « vaccins vitaux pour tous les citoyens de l’ue pour endiguer les virus et sauver des…,Florian Philippot
"total soutien à colombe, bénéficiaire du rsa, exclue du bénévolat des restosducoeur pour avoir assisté à un meeting de .",Ivan Rioufol ن
la chanson de sardou raconte l’histoire irlandaise… en plus d’être inculte cette illustre inconnue affiche son mépris grassement. il n’y a rien de glorieux !,Jerome Riviere 🇫🇷
le sénégal aux sénégalais.,Julien Langella
retrouvez-moi à 10h45 sur aujourd’hui !,Pierre Gentillet
"parfaite réussite de ce dernier meeting au dôme de paris. avec , nous félicitons , la discrète responsable de l’organisation de ce magnifique rendez vous. :clapping_hands::clapping_hands::clapping_hands::clapping_hands:",Thierry MARIANI
"législatives : vers un débat entre attal, bardella et mélenchon ?",Le JDD
":right_arrow: pour battre macron, :right_arrow: pour contrer l'islamo-gauchisme, :right_arrow: pour la victoire ! je soutiens l'union nationale avec :backhand_index_pointing_right: unionnationale",Philippe Vardon
le cyclone belal vient de commencer à toucher laréunion. prions pour que les dégâts se résument à du matériel. toutes mes pensées accompagnent les réunionnais ce matin.,Jerome Riviere 🇫🇷
"les militants lr sont majoritairement sur la ligne d'. les apparatchiks lr qui vivent depuis des décennies de la politique sont majoritairement sur la ligne de bruno retailleau. la base contre l'appareil, voilà ce qui se joue ! ciotti",Kevin Bossuet
"macron, en parfait cynique qu’il est, va faire porter au rn le chapeau du chaos qu’il organise lui-même (économique, migratoire, sécuritaire, géopolitique, etc.), sachant très bien que le rn n’a pas le programme de rupture pour y répondre (abandon total du souverainisme,…",Florian Philippot
quelle honte.,Daniel Conversano
:red_circle: l’énigme de la semaine : l’ange cyclamen :magnifying_glass_tilted_left: paris aura toujours offert un terreau fertile aux illuminés et aux visionnaires. l'un d'eux se disait même descendu des étoiles. pourquoi pas ! :pencil: philippe delorme,Valeurs actuelles ن
"« les derniers chiffres concernant les attaques à l'arme blanche remontent à 2015-2017 et il y en avait plus de 100 par jour. c'est énorme ! aujourd'hui, en france, on peut perdre la vie partout et à tout moment. l'attaque au couteau à garedelyon nous rappelle à quel point notre",Kevin Bossuet
"parce que tout nus n’est pas érotique et qu’on ne saurait résumer les nus artistiques à « des cul » comme le dit grossièrement france inculture, payé par nos impôts. l’agenda progressiste se met-il à la page des talibans français ?",Jerome Riviere 🇫🇷
élections européennes 2024 : 62 % des électeurs musulmans ont voté pour la france insoumise selon un sondage,CNEWS
m. macron a les pires résultats de la 5ème république en matière d'immigration. qu'il s'intéresse aux souffrances qu'inflige sa politique migratoire à nos concitoyens: des millions de français ne reconnaissent plus la france ! je ne veux plus de cette immigration obligatoire.,Jordan Bardella
"au sein d’une société déchristianisée, les rangs de l’eglise de france continuent de se réduire, en plus de se fracturer. pour l’historien guillaume cuchet, son avenir ne passera qu’à travers un meilleur dialogue entre sensibilités.",Famille Chrétienne
"je ne comprends pas la séquence. si ces adolescents sont là en raison d’un comportement répréhensible, pourquoi les mettre en avant, en faire des petites stars, faire mine de copiner avec eux, et rire de leurs insolences ?",Gabrielle Cluzel
"dans l'isère, des ""jeunes"" refoulés du bal des agriculteurs reviennent avec des renforts. plusieurs blessés, dont l'un grièvement. ça se passe à une trentaine de kilomètres de crépol.",Laurent Obertone
ca va être très serré… ce sera nous ou eux.,Damien Rieu
législatives : le camp présidentiel ne présentera pas de candidat face à françois hollande en corrèze,Le JDD
":red_circle: « l’ukraine est envahie par un tyran et nous n’abandonnerons jamais », martèle joe biden lors des commémorations du débarquement :right_arrow_curving_down:",Valeurs actuelles ن
"y a pas d'hélice hélas, c'est là qu'est l'os. quotidien yannbarthes",Maud Koffler
oui.,Dora Moutot
quand madame muzna épouse barthe ( rédacteur adjoint au monde chargé du proche orient) poursuivie pour avoir salué le 7/10 défend guiraud et renverse l’histoire . c’est guiraud ( que nous poursuivons) qui a traité de « porc » on est pas rendu .,G-William Goldnadel
"[exclusif] le propriétaire de l’om frank mccourt sonne la charge très rare dans les médias, l’homme d’affaires américain s’est longuement confié au jdd. ses ambitions pour marseille, son combat pour un internet plus digne... :link: article jdd :",Le JDD
"à cocumont aujourd’hui afin d’échanger avec monsieur le maire, jean-luc armand et son équipe municipale sur leur très beau projet « cœur de bourg 2030 ».",Hélène Laporte
":france: ne laissez personne décider à votre place et vous prendre ce moment démocratique que sont les élections européennes. ce qui fait l’élection, c’est le vote et c’est le peuple : le 9 juin, je vous appelle à la mobilisation ! montereau vivementle9juin",Jordan Bardella
"le coup de coeur et le coup de gueule de sur ce qu'il se passe au sein des républicains ""eric ciotti écoute sa base militante, il a su faire face aux cadors""",Sud Radio
"alors que la nupes ne cache plus son antisémitisme et refuse de parler de terrorisme, à hénin-beaumont, la mairie est eclairée aux couleurs d’israël en solidarité et en signe de respect pour les victimes des atroces attaques perpétrées samedi dernier par les terroristes du hamas.",Steeve Briois
,mozinor
"les commémorations sont un moment d'union nationale. c'est un moment où tout le pays commémore ceux qui ont fait le sacrifice de leur vie, français ou alliés. un moment où on se souvient du prix de la liberté. ce n'est pas un moment pour parler d'autre chose.",Marine Le Pen
"le 9 juin, c’est un référendum pour ou contre le délitement de la france. à demain dans le nord !",Jordan Bardella
"tuer des français ce que l’idée européenne a toujours fait, du kaiser à petit bras au petit caporal et du petit caporal au ceaucescu de béziers",PierreYves Rougeyron
"étant donné qu'il nous doit mille milliards (+ les intérêts), je propose qu'on le mette à la plonge. dans à peu près 42 millions d'années, il aura payé ses dettes. sinon il y a les mines de sel.",Laurent Obertone
nous rt pour les notes de bas de page.,Charles Gave Officiel-Institut des Libertés
"« on se rend compte qu'aujourd'hui à sciencespo l'idéologie remplace la connaissance. parler de génocide à gaza ou de violences policières n'a aucun sens au niveau scientifique ! l'islamowokisme est en train de détruire le savoir, la liberté d'expression et le républicanisme.»",Kevin Bossuet
et après on a perdu la guerre.,Julien Rochedy
"question à : pourquoi mes nouveaux abonnés ne sont-ils, apparemment, plus comptabilisés ?",Ivan Rioufol ن
que les riches puissent acheter les enfants des pauvres devrait choquer toute la gauche. la gpa est une substitution de maternité au moyen d’un contrat. cette abstraction juridique n’enlèvera jamais le fait naturel incompressible : chaque enfant a une mère. et la gpa lui vole.,Pierre Gentillet
"charlotte d’ornellas, journaliste, réagit aux violences aperçues lors des manifestations anti-rn facealinfo",CNEWS
":red_circle: «jacline mouraud est vraiment la quintessence de l’opportunisme en politique, de la cupidité et de l’ingratitude. michel s’est avili à faire cette préface d’un livre indigne» eric zemmour règle ses comptes avec michel onfray :movie_camera:",VA+
